HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:17754	THSD1	thrombospondin type 1 domain containing 1	Approved		TMTSP	13q14.3	AK096289	
HGNC:31375	THSD1P1	thrombospondin type 1 domain containing 1 pseudogene 1	Approved	THSD1P		13q14.2	AK027536	
HGNC:39211	TIMM8BP1	translocase of inner mitochondrial membrane 8B pseudogene 1	Approved			13q12.3		
HGNC:39930	TIMM9P3	TIMM9 pseudogene 3	Approved			13q14.13		
HGNC:11865	TM9SF2	transmembrane 9 superfamily member 2	Approved		P76	13q32.3	U81006	
HGNC:20329	TMCO3	transmembrane and coiled-coil domains 3	Approved	C13orf11	FLJ20623	13q34	BC012564	NM_017905
HGNC:28297	TMEM255B	transmembrane protein 255B	Approved	FAM70B	MGC20579	13q34	BC018995	NM_182614
HGNC:25904	TMTC4	transmembrane and tetratricopeptide repeat containing 4	Approved		FLJ14624, FLJ22153	13q32.3		NM_032813
HGNC:11915	TNFRSF19	TNF receptor superfamily member 19	Approved		TAJ-alpha, TROY, TAJ, TRADE	13q12.12	AB040434	NM_018647
HGNC:11926	TNFSF11	TNF superfamily member 11	Approved		TRANCE, RANKL, OPGL, ODF, CD254	13q14	AF013171	
HGNC:11929	TNFSF13B	TNF superfamily member 13b	Approved	TNFSF20	BAFF, THANK, BLYS, TALL-1, TALL1, CD257	13q33.3	AF136293	
HGNC:38739	TOMM22P3	TOMM22 pseudogene 3	Approved			13q13.1		
HGNC:12016	TPP2	tripeptidyl peptidase 2	Approved		TPPII	13q33.1	M55169	
HGNC:12022	TPT1	tumor protein, translationally-controlled 1	Approved		TCTP, fortilin	13q14.13	X16064	
HGNC:43686	TPT1-AS1	TPT1 antisense RNA 1	Approved			13q14.13	AF318337	NR_024458
HGNC:17299	TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	Approved		TPIP	13q12.11	AJ421032	NM_199254
HGNC:35196	TPTE2P1	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1	Approved			13q12.13		
HGNC:38076	TPTE2P2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 2	Approved			13q14.3		
HGNC:27345	TPTE2P3	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3	Approved			13q14.3	BC041889	
HGNC:42356	TPTE2P5	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5	Approved			13q14.11		
HGNC:42644	TPTE2P6	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6	Approved			13q12.12		NR_002815
HGNC:34564	TRE-CTC3-1	transfer RNA-Glu (CTC) 3-1	Approved	TRNAE4		13	HG983761	
HGNC:35081	TRE-CTC4-1	transfer RNA-Glu (CTC) 4-1	Approved	TRNAE39P		13q21.1	HG983762	
HGNC:34901	TRE-TTC1-2	transfer RNA-Glu (TTC) 1-2	Approved	TRNAE20, TRE-TTC1-1		13	HG983777	
HGNC:34589	TRE-TTC2-1	transfer RNA-Glu (TTC) 2-1	Approved	TRNAE7		13	HG983779	
HGNC:34814	TRF-GAA1-5	transfer RNA-Phe (GAA) 1-5	Approved	TRNAF6, TRF-GAA1-3		13	HG983962	
HGNC:9976	TRIM13	tripartite motif containing 13	Approved	RFP2	Leu5, RNF77, DLEU5	13q14.2	AF220127	NM_001007278
HGNC:38485	TRIM60P13	tripartite motif containing 60 pseudogene 13	Approved			13q31.2		
HGNC:42010	TRIM60P19	tripartite motif containing 60 pseudogene 19	Approved			13q21.32		
HGNC:34595	TRN-GTT2-4	transfer RNA-Asn (GTT) 2-4	Approved	TRNAN7		13	HG983633	
HGNC:12336	TRPC4	transient receptor potential cation channel subfamily C member 4	Approved		HTRP4, TRP4	13q13.3	U40983	NM_003306
HGNC:16826	TSC22D1	TSC22 domain family member 1	Approved	TGFB1I4	TSC22, MGC17597	13q14.11	AJ222700	NM_006022
HGNC:43684	TSC22D1-AS1	TSC22D1 antisense RNA 1	Approved			13q14.11	BC040675	NR_038381
HGNC:12408	TUBA3C	tubulin alpha 3c	Approved	TUBA2	bA408E5.3	13q12.11	AF005392	NM_006001
HGNC:12415	TUBBP2	tubulin beta pseudogene 2	Approved			13q14.11		NG_011428
HGNC:18598	TUBGCP3	tubulin gamma complex associated protein 3	Approved		GCP3, Spc98p, SPBC98	13q34	AF042378	NM_006322
HGNC:39262	TULP3P1	tubby like protein 3 pseudogene 1	Approved			13q32.1		
HGNC:49111	TUSC8	tumor suppressor candidate 8 (non-protein coding)	Approved	LINC01071	XLOC_010588	13q14.11	BC025370	NR_104174
HGNC:39459	TXNL1P1	thioredoxin like 1 pseudogene 1	Approved			13q31.1		NG_024942
HGNC:20486	UBAC2	UBA domain containing 2	Approved	PHGDHL1	FLJ30548, RP11-178C10.1	13q32.3	AK055110	NM_177967
HGNC:42502	UBAC2-AS1	UBAC2 antisense RNA 1	Approved			13q32.3		
HGNC:42645	UBBP5	ubiquitin B pseudogene 5	Approved			13q31.2		
HGNC:39391	UBE2D3P4	ubiquitin conjugating enzyme E2 D3 pseudogene 4	Approved			13q31.1		
HGNC:13477	UBE2L5P	ubiquitin conjugating enzyme E2 L5, pseudogene	Approved	UBE2L5		13q12.3	AL161893	NG_001319
HGNC:12504	UBL3	ubiquitin like 3	Approved	PNSC1	HCG-1, DKFZP434K151, FLJ32018	13q12.3	AF044221	NM_007106
HGNC:12515	UCHL3	ubiquitin C-terminal hydrolase L3	Approved			13q22.2	M30496	NM_006002
HGNC:20597	UFM1	ubiquitin fold modifier 1	Approved	C13orf20	bA131P10.1	13q13.3	AF208844	NM_016617
HGNC:15664	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	Approved	UGCGL2	FLJ11485, HUGT2, FLJ10873, MGC150689, MGC87276, MGC117360	13q32.1	AF227906	NM_020121
HGNC:20332	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	Approved		RENT3A, UPF3, HUPF3A	13q34	AF318575	
HGNC:17785	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	Approved	PRHOXNB		13q12.2		
HGNC:20485	USP12	ubiquitin specific peptidase 12	Approved	USP12L1		13q12.13	AL049221	NM_182488
HGNC:39961	USP12-AS1	USP12 antisense RNA 1	Approved			13q12.13		
HGNC:39962	USP12-AS2	USP12 antisense RNA 2 (head to head)	Approved			13q12.13		
HGNC:42014	USP24P1	ubiquitin specific peptidase 24 pseudogene 1	Approved			13q12.11		
HGNC:20294	USPL1	ubiquitin specific peptidase like 1	Approved	C13orf22	bA121O19.1, D13S106E	13q12.3	X59131	NM_005800
HGNC:20321	UTP14C	UTP14, small subunit processome component homolog C (S. cerevisiae)	Approved	KIAA0266	2700066J21Rik	13q14.3	D87455	NM_021645
HGNC:39680	VDAC1P12	voltage dependent anion channel 1 pseudogene 12	Approved			13q13.2		
HGNC:30901	VENTXP2	VENT homeobox pseudogene 2	Approved			13q31.1		NG_002909
HGNC:37378	VN1R58P	vomeronasal 1 receptor 58 pseudogene	Approved			13q11		NG_015668
HGNC:37332	VN1R111P	vomeronasal 1 receptor 111 pseudogene	Approved			13q11		
HGNC:20312	VPS36	vacuolar protein sorting 36 homolog	Approved	C13orf9	CGI-145, Eap45	13q14.3	AF151903	
HGNC:29071	VWA8	von Willebrand factor A domain containing 8	Approved	KIAA0564		13q14.11	AB011136	NM_015058
HGNC:44270	VWA8-AS1	VWA8 antisense RNA 1 (head to head)	Approved			13q14.11	AK092199, CA310831	NR_039974
HGNC:12734	WASF3	WAS protein family member 3	Approved		WAVE3, SCAR3, KIAA0900	13q12.13	AB020707	
HGNC:39841	WASF3-AS1	WASF3 antisense RNA 1	Approved			13q12.13		
HGNC:12739	WBP4	WW domain binding protein 4	Approved		FBP21, MGC117310	13q14.11	AF071185	NM_007187
HGNC:20482	WDFY2	WD repeat and FYVE domain containing 2	Approved		ZFYVE22	13q14.3	AF411978	NM_052950
HGNC:42637	WDR95P	WD repeat domain 95, pseudogene	Approved			13q12.3		
HGNC:17796	XPO4	exportin 4	Approved		FLJ13046, KIAA1721	13q12.11	AB051508	NM_022459
HGNC:37116	ZAR1L	zygote arrest 1 like	Approved		Z3CXXC7	13q13.1		
HGNC:20368	ZC3H13	zinc finger CCCH-type containing 13	Approved	KIAA0853	DKFZp434D1812	13q14.13	AB020660	NM_015070
HGNC:39443	ZDHHC4P1	zinc finger DHHC-type containing 4 pseudogene 1	Approved			13q14.11		NG_024919
HGNC:20749	ZDHHC20	zinc finger DHHC-type containing 20	Approved		FLJ25952, DHHC20	13q12.11	AK090979	NM_153251
HGNC:39900	ZDHHC20-IT1	ZDHHC20 intronic transcript 1	Approved			13q12.11		
HGNC:39776	ZDHHC20P4	zinc finger DHHC-type containing 20 pseudogene 4	Approved			13q21.33		
HGNC:12873	ZIC2	Zic family member 2	Approved		HPE5	13q32.3	AF104902	NM_007129
HGNC:20322	ZIC5	Zic family member 5	Approved			13q32.3	AF378304	NM_033132
HGNC:12989	ZMYM2	zinc finger MYM-type containing 2	Approved	ZNF198	RAMP, FIM, MYM	13q12.11	AF012126	NM_003453
HGNC:13029	ZMYM5	zinc finger MYM-type containing 5	Approved	ZNF237	ZNF198L1, MYM	13q12.11	AF161535	NM_014242
HGNC:39749	ZNF646P1	zinc finger protein 646 pseudogene 1	Approved			13q14.3		NG_024858
HGNC:39250	ZNF962P	zinc finger protein 962, pseudogene	Approved			13q11		NG_023215
HGNC:42025	ZNF965P	zinc finger protein 965, pseudogene	Approved			13q11		
